Unnamed: 0,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,antecedents_str.1,consequents_str.1
265,frozenset({'CHILDRENS CUTLERY DOLLY GIRL'}),"frozenset({'CHILDRENS CUTLERY SPACEBOY', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS'})",0.04137931034482759,0.04367816091954023,0.03218390804597701,0.7777777777777778,17.80701754385965,1,0.03037653586999604,4.30344827586207,0.9845837615621789,0.6086956521739131,0.7676282051282052,0.7573099415204678,CHILDRENS CUTLERY DOLLY GIRL,"CHILDRENS CUTLERY SPACEBOY, WORLD WAR 2 GLIDERS ASSTD DESIGNS",,,,,,,BALLOON WATER BOMB PACK OF 35,4 TRADITIONAL SPINNING TOPS
31,frozenset({'CHILDRENS CUTLERY DOLLY GIRL'}),frozenset({'CHILDRENS CUTLERY SPACEBOY'}),0.04137931034482759,0.04367816091954023,0.03218390804597701,0.7777777777777778,17.80701754385965,1,0.03037653586999604,4.30344827586207,0.9845837615621789,0.6086956521739131,0.7676282051282052,0.7573099415204678,CHILDRENS CUTLERY DOLLY GIRL,CHILDRENS CUTLERY SPACEBOY,,,,,,,4 TRADITIONAL SPINNING TOPS,BALLOON WATER BOMB PACK OF 35
263,"frozenset({'CHILDRENS CUTLERY DOLLY GIRL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS'})",frozenset({'CHILDRENS CUTLERY SPACEBOY'}),0.04137931034482759,0.04367816091954023,0.03218390804597701,0.7777777777777778,17.80701754385965,1,0.03037653586999604,4.30344827586207,0.9845837615621789,0.6086956521739131,0.7676282051282052,0.7573099415204678,"CHILDRENS CUTLERY DOLLY GIRL, WORLD WAR 2 GLIDERS ASSTD DESIGNS",CHILDRENS CUTLERY SPACEBOY,,,,,,,RED  HARMONICA IN BOX,4 TRADITIONAL SPINNING TOPS
264,frozenset({'CHILDRENS CUTLERY SPACEBOY'}),"frozenset({'CHILDRENS CUTLERY DOLLY GIRL', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS'})",0.04367816091954023,0.04137931034482759,0.03218390804597701,0.7368421052631579,17.80701754385965,1,0.03037653586999604,3.642758620689655,0.9869505494505495,0.6086956521739131,0.7254827716773949,0.7573099415204678,CHILDRENS CUTLERY SPACEBOY,"CHILDRENS CUTLERY DOLLY GIRL, WORLD WAR 2 GLIDERS ASSTD DESIGNS",,,,,,,4 TRADITIONAL SPINNING TOPS,RED  HARMONICA IN BOX
30,frozenset({'CHILDRENS CUTLERY SPACEBOY'}),frozenset({'CHILDRENS CUTLERY DOLLY GIRL'}),0.04367816091954023,0.04137931034482759,0.03218390804597701,0.7368421052631579,17.80701754385965,1,0.03037653586999604,3.642758620689655,0.9869505494505495,0.6086956521739131,0.7254827716773949,0.7573099415204678,CHILDRENS CUTLERY SPACEBOY,CHILDRENS CUTLERY DOLLY GIRL,,,,,,,TRADITIONAL WOODEN SKIPPING ROPE,4 TRADITIONAL SPINNING TOPS
262,"frozenset({'CHILDRENS CUTLERY SPACEBOY', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS'})",frozenset({'CHILDRENS CUTLERY DOLLY GIRL'}),0.04367816091954023,0.04137931034482759,0.03218390804597701,0.7368421052631579,17.80701754385965,1,0.03037653586999604,3.642758620689655,0.9869505494505495,0.6086956521739131,0.7254827716773949,0.7573099415204678,"CHILDRENS CUTLERY SPACEBOY, WORLD WAR 2 GLIDERS ASSTD DESIGNS",CHILDRENS CUTLERY DOLLY GIRL,,,,,,,4 TRADITIONAL SPINNING TOPS,TRADITIONAL WOODEN SKIPPING ROPE
292,"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'WORLD WAR 2 GLIDERS ASSTD DESIGNS'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.06206896551724138,0.03448275862068965,0.03448275862068965,0.5555555555555556,16.11111111111111,1,0.03234244946492271,2.172413793103448,1.0,0.5555555555555556,0.5396825396825398,0.7777777777777778,"ROSES REGENCY TEACUP AND SAUCER, WORLD WAR 2 GLIDERS ASSTD DESIGNS",GREEN REGENCY TEACUP AND SAUCER,,,,,,,4 TRADITIONAL SPINNING TOPS,WORLD WAR 2 GLIDERS ASSTD DESIGNS
293,"frozenset({'WORLD WAR 2 GLIDERS ASSTD DESIGNS', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.03448275862068965,0.06206896551724138,0.03448275862068965,1.0,16.11111111111111,1,0.03234244946492271,inf,0.9714285714285715,0.5555555555555556,1.0,0.7777777777777778,"WORLD WAR 2 GLIDERS ASSTD DESIGNS, GREEN REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER,,,,,,,WORLD WAR 2 GLIDERS ASSTD DESIGNS,4 TRADITIONAL SPINNING TOPS
42,frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.06206896551724138,0.03448275862068965,0.03448275862068965,0.5555555555555556,16.11111111111111,1,0.03234244946492271,2.172413793103448,1.0,0.5555555555555556,0.5396825396825398,0.7777777777777778,ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,,,,,,,60 TEATIME FAIRY CAKE CASES,CUPCAKE LACE PAPER SET 6
43,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.03448275862068965,0.06206896551724138,0.03448275862068965,1.0,16.11111111111111,1,0.03234244946492271,inf,0.9714285714285715,0.5555555555555556,1.0,0.7777777777777778,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,,,,,,,CUPCAKE LACE PAPER SET 6,60 TEATIME FAIRY CAKE CASES
